Date,Open,High,Low,Close,Adj Close,Volume
2022-06-14,421651.000000,428220.000000,414200.000000,415500.000000,415500.000000,2300
2022-06-15,423688.000000,426715.000000,411427.000000,418600.000000,418600.000000,2200
2022-06-16,413375.000000,413375.000000,400669.000000,403971.000000,403971.000000,2800
2022-06-17,406209.000000,406209.000000,399022.000000,403150.000000,403150.000000,2200
2022-06-21,412749.000000,412749.000000,405700.000000,407800.000000,407800.000000,2700
2022-06-22,402568.000000,410483.000000,400741.000000,405649.000000,405649.000000,1900
2022-06-23,406413.000000,408499.000000,396500.000000,402300.000000,402300.000000,2600
2022-06-24,405489.000000,419859.000000,402550.000000,417401.000000,417401.000000,2100
2022-06-27,423279.000000,424085.000000,416750.000000,417700.000000,417700.000000,2400
2022-06-28,421977.000000,423728.000000,411287.000000,412170.000000,412170.000000,1900
2022-06-29,415239.000000,415239.000000,410000.000000,411050.000000,411050.000000,1600
2022-06-30,407634.000000,412869.000000,403567.000000,408950.000000,408950.000000,1700
2022-07-01,407700.000000,417869.000000,407700.000000,415850.000000,415850.000000,1700
2022-07-05,414924.000000,414924.000000,407993.000000,413844.000000,413844.000000,2600
2022-07-06,415539.000000,416500.000000,409661.000000,414148.000000,414148.000000,1700
2022-07-07,416843.000000,419825.000000,415832.000000,419200.000000,419200.000000,2000
2022-07-08,421258.000000,424200.000000,418977.000000,421800.000000,421800.000000,2000
2022-07-11,420824.000000,422550.000000,417250.000000,417900.000000,417900.000000,2500
2022-07-12,415405.000000,423700.000000,415405.000000,416449.000000,416449.000000,1700
2022-07-13,413910.000000,420795.000000,411385.000000,417250.000000,417250.000000,1800
2022-07-14,412499.000000,413500.000000,407734.000000,412600.000000,412600.000000,2000
2022-07-15,416157.000000,420500.000000,414694.000000,418349.000000,418349.000000,1700
2022-07-18,423459.000000,423625.000000,412864.000000,414450.000000,414450.000000,2800
2022-07-19,421539.000000,426598.000000,417309.000000,425110.000000,425110.000000,2200
2022-07-20,425260.000000,430059.000000,425260.000000,429200.000000,429200.000000,2200
2022-07-21,432039.000000,432789.000000,423600.000000,430900.000000,430900.000000,2300
2022-07-22,434424.000000,434808.000000,425911.000000,429562.000000,429562.000000,2000
2022-07-25,432249.000000,434030.000000,428185.000000,432579.000000,432579.000000,2500
2022-07-26,431963.000000,433733.000000,427415.000000,428644.000000,428644.000000,1900
2022-07-27,431500.000000,437783.000000,429290.000000,436100.000000,436100.000000,1900
2022-07-28,436773.000000,442000.000000,430815.000000,442000.000000,442000.000000,2200
2022-07-29,446035.000000,453985.000000,443617.000000,451700.000000,451700.000000,2900
2022-08-01,451989.000000,451989.000000,443000.000000,444650.000000,444650.000000,3400
2022-08-02,445734.000000,445734.000000,438650.000000,439180.000000,439180.000000,2300
2022-08-03,443964.000000,444851.000000,437005.000000,443450.000000,443450.000000,2600
2022-08-04,444294.000000,445200.000000,440875.000000,442149.000000,442149.000000,2600
2022-08-05,438635.000000,443384.000000,436510.000000,439529.000000,439529.000000,2300
2022-08-08,445259.000000,450000.000000,439010.000000,439167.000000,439167.000000,3100
2022-08-09,441378.000000,447370.000000,438665.000000,440058.000000,440058.000000,2200
2022-08-10,445300.000000,446904.000000,441500.000000,442800.000000,442800.000000,2300
2022-08-11,448839.000000,448869.000000,444701.000000,445302.000000,445302.000000,2300
2022-08-12,448193.000000,453059.000000,446132.000000,452697.000000,452697.000000,2400
2022-08-15,450929.000000,456992.000000,446866.000000,455170.000000,455170.000000,3100
2022-08-16,459224.000000,463000.000000,456000.000000,461300.000000,461300.000000,2700
2022-08-17,459959.000000,461269.000000,454105.000000,457277.000000,457277.000000,2500
2022-08-18,458178.000000,458178.000000,453347.000000,457400.000000,457400.000000,2200
2022-08-19,457004.000000,457004.000000,446512.000000,447155.000000,447155.000000,2600
2022-08-22,444239.000000,444239.000000,432452.000000,433650.000000,433650.000000,3600
2022-08-23,436408.000000,438274.000000,432739.000000,435730.000000,435730.000000,2200
2022-08-24,436625.000000,442318.000000,435010.000000,442210.000000,442210.000000,2200
2022-08-25,444694.000000,448000.000000,440222.000000,448000.000000,448000.000000,2200
2022-08-26,448973.000000,450868.000000,435770.000000,436201.000000,436201.000000,2500
2022-08-29,435064.000000,435803.000000,429487.000000,433300.000000,433300.000000,3200
2022-08-30,436039.000000,436594.000000,428122.000000,429700.000000,429700.000000,2200
2022-08-31,431745.000000,433325.000000,421308.000000,421308.000000,421308.000000,2500
2022-09-01,421000.000000,424907.000000,416882.000000,424290.000000,424290.000000,2500
2022-09-02,429439.000000,429439.000000,415362.000000,417940.000000,417940.000000,2600
2022-09-06,419989.000000,420248.000000,414285.000000,416860.000000,416860.000000,3300
2022-09-07,417000.000000,423246.000000,412675.000000,422047.000000,422047.000000,2100
2022-09-08,420723.000000,426850.000000,416794.000000,426850.000000,426850.000000,2100
2022-09-09,428918.000000,431348.000000,426000.000000,429819.000000,429819.000000,2300
2022-09-12,432133.000000,434577.000000,429671.000000,433062.000000,433062.000000,3000
2022-09-13,427939.000000,428446.000000,417599.000000,418700.000000,418700.000000,2900
2022-09-14,419878.000000,421200.000000,414247.000000,420500.000000,420500.000000,2700
2022-09-15,418509.000000,423305.000000,415622.000000,417103.000000,417103.000000,2500
2022-09-16,415200.000000,416251.000000,412100.000000,414537.000000,414537.000000,2500
2022-09-19,411561.000000,421339.000000,410892.000000,421339.000000,421339.000000,3200
2022-09-20,419708.000000,419869.000000,414501.000000,419869.000000,419869.000000,2400
2022-09-21,423754.000000,423754.000000,407585.000000,407930.000000,407930.000000,2500
2022-09-22,408263.000000,409684.000000,405000.000000,405375.000000,405375.000000,2700
2022-09-23,403477.000000,404799.000000,399450.000000,404485.000000,404485.000000,3100
2022-09-26,401234.000000,404499.000000,397787.000000,399128.000000,399128.000000,3400
2022-09-27,402858.000000,404000.000000,395202.000000,401490.000000,401490.000000,3000
2022-09-28,404133.000000,414000.000000,400342.000000,410705.000000,410705.000000,2500
2022-09-29,409808.000000,412716.000000,401227.000000,406700.000000,406700.000000,2800
2022-09-30,406833.000000,413174.000000,404072.000000,406470.000000,406470.000000,2700
2022-10-03,409435.000000,414650.000000,405116.000000,413300.000000,413300.000000,3200
2022-10-04,419663.000000,425535.000000,417422.000000,424180.000000,424180.000000,2500
2022-10-05,419406.000000,423915.000000,416842.000000,420667.000000,420667.000000,2200
2022-10-06,422904.000000,422904.000000,415945.000000,416300.000000,416300.000000,2100
2022-10-07,413767.000000,415639.000000,403600.000000,406010.000000,406010.000000,2400
2022-10-10,407071.000000,408699.000000,401591.000000,403000.000000,403000.000000,3400
2022-10-11,401645.000000,409610.000000,400332.000000,402836.000000,402836.000000,2100
2022-10-12,404106.000000,405249.000000,399251.000000,399251.000000,399251.000000,2700
2022-10-13,394152.000000,417860.000000,393012.000000,415222.000000,415222.000000,2600
2022-10-14,419359.000000,421651.000000,412760.000000,412760.000000,412760.000000,4000
2022-10-17,420553.000000,421848.000000,416837.000000,419101.000000,419101.000000,3400
2022-10-18,427925.000000,431340.000000,423923.000000,428465.000000,428465.000000,2800
2022-10-19,427233.000000,430415.000000,419630.000000,421610.000000,421610.000000,2200
2022-10-20,421045.000000,423875.000000,413950.000000,413950.000000,413950.000000,2200
2022-10-21,413212.000000,428230.000000,410112.000000,427170.000000,427170.000000,2400
2022-10-24,428849.000000,437725.000000,427787.000000,432500.000000,432500.000000,3800
2022-10-25,436233.000000,437829.000000,432873.000000,436400.000000,436400.000000,2400
2022-10-26,438228.000000,440405.000000,434601.000000,435660.000000,435660.000000,2500
2022-10-27,438783.000000,468795.000000,415639.000000,437900.000000,437900.000000,2400
2022-10-28,441662.000000,451970.000000,440052.000000,451900.000000,451900.000000,2900
2022-10-31,449277.000000,450838.000000,444750.000000,445050.000000,445050.000000,3800
2022-11-01,450141.000000,452079.000000,441880.000000,443004.000000,443004.000000,2400
2022-11-02,439612.000000,449942.000000,437255.000000,438700.000000,438700.000000,2600
2022-11-03,432450.000000,434428.000000,428465.000000,428800.000000,428800.000000,2500
2022-11-04,434463.000000,437250.000000,426136.000000,432000.000000,432000.000000,2700
2022-11-07,439035.000000,442216.000000,434837.000000,438575.000000,438575.000000,3600
2022-11-08,440405.000000,445435.000000,436312.000000,442100.000000,442100.000000,2500
2022-11-09,441802.000000,444168.000000,434925.000000,435945.000000,435945.000000,2600
2022-11-10,448491.000000,458385.000000,444918.000000,457665.000000,457665.000000,3200
2022-11-11,460358.000000,471870.000000,456962.000000,469047.000000,469047.000000,3300
2022-11-14,471809.000000,472470.000000,464516.000000,466600.000000,466600.000000,4000
2022-11-15,474063.000000,474483.000000,464625.000000,468233.000000,468233.000000,2900
2022-11-16,470628.000000,471328.000000,463401.000000,465520.000000,465520.000000,2600
2022-11-17,460785.000000,465000.000000,459043.000000,463695.000000,463695.000000,2600
2022-11-18,469643.000000,469643.000000,465395.000000,468290.000000,468290.000000,2700
2022-11-21,467817.000000,471915.000000,464865.000000,468922.000000,468922.000000,3900
2022-11-22,470609.000000,477410.000000,469217.000000,476980.000000,476980.000000,2800
2022-11-23,476823.000000,477530.000000,473716.000000,477020.000000,477020.000000,2900
2022-11-25,480350.000000,481580.000000,476281.000000,478676.000000,478676.000000,2700
2022-11-28,474511.000000,478839.000000,471000.000000,472712.000000,472712.000000,4000
2022-11-29,471118.000000,475971.000000,468796.000000,475843.000000,475843.000000,2600
2022-11-30,476094.000000,480302.000000,466100.000000,480280.000000,480280.000000,3200
2022-12-01,481043.000000,483162.000000,472864.000000,477085.000000,477085.000000,2900
2022-12-02,472705.000000,477526.000000,470680.000000,477403.000000,477403.000000,2800
2022-12-05,475080.000000,476689.000000,466160.000000,468700.000000,468700.000000,4100
2022-12-06,467175.000000,469659.000000,462422.000000,464838.000000,464838.000000,2700
2022-12-07,464303.000000,467081.000000,460408.000000,461593.000000,461593.000000,2900
2022-12-08,462436.000000,464619.000000,460612.000000,462780.000000,462780.000000,2600
2022-12-09,461773.000000,466120.000000,459402.000000,463000.000000,463000.000000,2800
2022-12-12,465650.000000,471235.000000,461796.000000,471080.000000,471080.000000,3900
2022-12-13,482503.000000,483393.000000,469410.000000,472000.000000,472000.000000,3000
2022-12-14,473079.000000,477700.000000,466452.000000,468020.000000,468020.000000,2900
2022-12-15,464249.000000,464249.000000,452975.000000,457460.000000,457460.000000,3400
2022-12-16,453163.000000,457890.000000,450050.000000,454620.000000,454620.000000,3000
2022-12-19,456494.000000,457244.000000,450245.000000,455280.000000,455280.000000,3800
2022-12-20,457049.000000,460698.000000,446545.000000,457400.000000,457400.000000,2700
2022-12-21,463000.000000,469220.000000,459151.000000,467600.000000,467600.000000,3000
2022-12-22,465427.000000,469810.000000,450709.000000,458700.000000,458700.000000,3200
2022-12-23,458596.000000,463510.000000,455892.000000,463400.000000,463400.000000,2800
2022-12-27,475795.000000,476155.000000,461000.000000,461955.000000,461955.000000,4500
2022-12-28,465000.000000,465235.000000,445251.000000,459800.000000,459800.000000,3000
2022-12-29,462715.000000,470000.000000,460730.000000,468725.000000,468725.000000,3000
2022-12-30,469317.000000,469317.000000,462800.000000,468711.000000,468711.000000,3400
2023-01-03,472950.000000,473990.000000,465020.000000,469525.000000,469525.000000,5300
2023-01-04,477479.000000,479897.000000,470151.000000,476260.000000,476260.000000,3700
2023-01-05,481229.000000,481229.000000,469228.000000,473660.000000,473660.000000,3400
2023-01-06,475990.000000,484151.000000,473300.000000,481955.000000,481955.000000,3900
2023-01-09,483575.000000,487989.000000,476653.000000,478385.000000,478385.000000,5500
2023-01-10,476224.000000,479698.000000,474512.000000,479420.000000,479420.000000,3500
2023-01-11,482167.000000,484897.000000,478730.000000,483990.000000,483990.000000,3600
2023-01-12,486177.000000,488688.000000,480600.000000,482860.000000,482860.000000,3800
2023-01-13,482430.000000,482430.000000,478000.000000,481021.000000,481021.000000,3900
2023-01-17,481590.000000,483993.000000,475695.000000,476000.000000,476000.000000,5700
2023-01-18,477497.000000,479229.000000,465831.000000,466260.000000,466260.000000,4100
2023-01-19,462498.000000,465065.000000,460233.000000,461950.000000,461950.000000,3600
2023-01-20,463914.000000,469755.000000,460635.000000,469645.000000,469645.000000,3800
2023-01-23,471129.000000,473025.000000,464929.000000,469600.000000,469600.000000,5300
2023-01-24,465721.000000,473445.000000,465720.000000,471000.000000,471000.000000,3500
2023-01-25,468228.000000,472800.000000,464975.000000,471657.000000,471657.000000,3800
2023-01-26,474037.000000,475336.000000,468469.000000,469960.000000,469960.000000,3900
2023-01-27,468410.000000,472885.000000,466576.000000,470000.000000,470000.000000,4200
2023-01-30,466790.000000,469540.000000,464932.000000,465040.000000,465040.000000,5300
2023-01-31,467724.000000,473000.000000,463085.000000,473000.000000,473000.000000,3900
